Wall time,Step,Value
1760522007.1407266,1,0.0
1760522023.2492075,2,0.0
1760522043.2993672,3,0.0
1760522044.7150521,4,0.0
1760522046.2324655,5,0.0
1760522047.9631147,6,0.0
1760522049.9441779,7,0.0
1760522051.7187681,8,0.0
1760522053.905458,9,0.0
1760522056.5492167,10,0.0
1760522060.153054,11,0.0
1760522087.8268445,12,0.0
1760522108.6672072,13,0.0
1760522117.034881,14,0.0
1760522131.8182151,15,0.0
1760522134.0821931,16,0.0
1760522151.5164576,17,0.0
1760522161.2984996,18,0.0
1760522169.1745808,19,0.0
1760522181.8263845,20,0.0
1760522183.9227645,21,0.0
1760522187.257924,22,0.0
1760522189.3689444,23,0.0
1760522191.6462362,24,0.0
1760522195.568507,25,0.0
1760522198.003112,26,0.0
1760522200.7653754,27,0.0
1760522202.9180996,28,0.0
1760522205.6671643,29,0.0
1760522207.6688702,30,0.0
1760522209.6173384,31,0.0
1760522211.7309034,32,0.0
1760522213.940911,33,0.0
1760522218.5401032,34,0.0
1760522223.73373,35,0.0
1760522225.931811,36,0.0
1760522227.8866024,37,0.0
1760522232.5362544,38,0.0
1760522238.6758628,39,0.0
1760522246.5815303,40,0.0
1760522248.3949304,41,0.0
1760522254.9481845,42,0.0
1760522263.3676453,43,0.0
1760522271.3365781,44,0.0
1760522279.1566932,45,0.0
1760522295.591101,46,0.0
1760522320.8261793,47,0.0
1760522340.5996976,48,0.0
1760522387.5418563,49,0.0
1760522409.596349,50,0.0
1760522431.7706728,51,0.0
1760522481.2586699,52,0.0
1760522511.2235246,53,0.0
1760522540.55003,54,0.0
1760522555.0896442,55,0.0
1760522578.1574159,56,0.0
1760522611.0892866,57,0.0
1760522649.980212,58,0.0
1760522682.2037373,59,0.0
1760522717.0771413,60,0.0
1760522751.4377384,61,0.0
1760522778.079618,62,0.0
1760522799.7524247,63,0.0
1760522823.2127857,64,0.0
1760522845.7292204,65,0.0
1760522880.7317717,66,0.0
1760522909.6851723,67,0.0
1760522947.6227636,68,0.0
1760522971.041542,69,0.0
1760523001.9530392,70,0.0
1760523025.7587907,71,0.0
1760523042.3177426,72,0.0
1760523085.5177946,73,0.0
1760523112.3604124,74,0.0
1760523151.9815767,75,0.0
1760523276.4461522,76,0.0
1760523302.2695446,77,0.0
1760523329.0707457,78,0.0
1760523361.4308455,79,0.0
1760523381.2700307,80,0.0
1760523402.2498827,81,0.0
1760523444.976918,82,0.0
1760523472.4466941,83,0.0
1760523501.855581,84,0.0
1760523518.7049284,85,0.0
1760523542.0968642,86,0.0
1760523547.9022224,87,0.0
1760523587.3850296,88,0.0
1760523609.5242453,89,0.0
1760523632.7147489,90,0.0
1760523637.0497818,91,0.0
1760523657.1230772,92,0.0
1760523678.5513382,93,0.0
1760523698.2737684,94,0.0
1760523716.7120543,95,0.0
1760523730.8772216,96,0.0
1760523768.7979705,97,0.0
1760523786.6479816,98,0.0
1760523819.6639833,99,0.0
1760523862.974015,100,0.0
1760523921.1148021,101,0.0
1760523954.661494,102,0.0
1760523982.2260604,103,0.0
1760524013.0096645,104,0.0
1760524049.9453619,105,0.0
1760524077.7657244,106,0.0
1760524116.1208537,107,0.0
1760524158.1416588,108,0.0
1760524175.3228557,109,0.0
1760524205.00169,110,0.0
1760524232.0204244,111,0.0
1760524274.9756804,112,0.0
1760524296.8512003,113,0.0
1760524302.3852255,114,0.0
1760524340.6234791,115,0.0
1760524387.2475889,116,0.0
1760524436.6613505,117,0.0
1760524479.0005603,118,0.0
1760524488.6765819,119,0.0
1760524544.062611,120,0.0
1760524587.0783253,121,0.0
1760524630.4278352,122,0.0
1760524677.7381287,123,0.0
1760524707.3321688,124,0.0
1760524749.812991,125,0.0
1760524828.267518,126,0.0
1760524856.1683085,127,0.0
1760524885.2236006,128,0.0
1760524914.5894406,129,0.0
1760524942.2856996,130,0.0
1760524994.9943073,131,0.0
1760525037.3708694,132,0.0
1760525079.7990513,133,0.0
1760525111.2911072,134,0.0
1760525142.7981503,135,0.0
1760525185.2124975,136,0.0
1760525227.306883,137,0.0
1760525271.7167544,138,0.0
1760525314.6191304,139,0.0
1760525374.7202322,140,0.0
1760525403.7571242,141,0.0
1760525457.1814735,142,0.0
1760525503.5995452,143,0.0
1760525534.6552534,144,0.0
1760525568.2875965,145,0.0
1760525619.1724653,146,0.0
1760525699.5182478,147,1.0
1760525759.4895658,148,0.0
1760525788.1312158,149,0.0
1760525831.1377287,150,0.0
1760525897.043991,151,1.0
1760525939.9908977,152,0.0
1760526001.3944657,153,1.0
1760526044.6458766,154,0.0
1760526074.0175245,155,0.0
1760526135.5630057,156,1.0
1760526191.1227016,157,0.0
1760526211.8984125,158,0.0
1760526275.2977543,159,1.0
1760526336.305062,160,1.0
1760526397.414988,161,1.0
1760526462.6072586,162,1.0
1760526523.0957794,163,1.0
1760526583.571649,164,1.0
1760526609.204922,165,0.0
1760526632.844974,166,0.0
1760526686.414577,167,1.0
1760526741.3635464,168,1.0
1760526797.0296657,169,1.0
1760526851.9628642,170,1.0
1760526905.916727,171,1.0
1760526944.1853724,172,0.0
1760526981.3796732,173,0.0
1760527018.4196966,174,0.0
1760527036.3515487,175,0.0
1760527085.6578305,176,1.0
1760527162.5511756,177,1.0
1760527213.411752,178,1.0
1760527252.890089,179,0.0
1760527295.6154284,180,0.0
1760527334.9258626,181,0.0
1760527373.0168545,182,0.0
1760527410.4851837,183,0.0
1760527463.7899222,184,1.0
1760527511.78339,185,1.0
1760527560.614767,186,1.0
1760527597.79279,187,0.0
1760527636.8205335,188,0.0
1760527683.7460475,189,1.0
1760527737.1546173,190,1.0
1760527786.6920216,191,1.0
1760527823.1011083,192,0.0
1760527871.636933,193,1.0
1760527924.1671298,194,1.0
1760527975.5796003,195,1.0
1760528011.4468274,196,0.0
1760528049.1525185,197,0.0
1760528086.4365773,198,0.0
1760528121.5423176,199,0.0
1760528174.8435938,200,1.0
1760528208.5990043,201,0.0
1760528262.0929437,202,1.0
1760528316.1177382,203,1.0
1760528370.01117,204,1.0
1760528409.0989249,205,0.0
1760528462.772513,206,1.0
1760528500.9666247,207,0.0
1760528552.633627,208,1.0
1760528606.1256268,209,1.0
1760528661.5519633,210,1.0
1760528714.4109204,211,1.0
1760528751.3818958,212,0.0
1760528802.7533066,213,1.0
1760528852.2629938,214,1.0
1760528889.816233,215,0.0
1760528942.026201,216,1.0
1760528993.0658078,217,1.0
1760529044.945191,218,1.0
1760529098.2473626,219,1.0
1760529153.7551637,220,1.0
1760529204.42174,221,1.0
1760529266.0851665,222,1.0
1760529315.5496264,223,1.0
1760529368.10787,224,1.0
1760529418.884794,225,1.0
1760529473.950089,226,1.0
1760529506.5079136,227,0.0
1760529560.6928291,228,1.0
1760529611.0630274,229,1.0
